corpus,dataset,truefam,reg_random,reg_beta1,reg_matched,reg_em,reg_mv,reg_consensus,reg_model_centrality,reg_hits
ovrbench,CustomerChurn2,local,0.20705750119931238,0.28018869764019183,0.28018869764019183,0.11185894499926652,0.48362469975108147,0.13332885324762828,0.13332885324762828,0.13332885324762828
tsbad_m,101_SVDB_id_18_Medical_tr_1851_1st_1951.,local,0.0934144144414914,0.051023792119596414,0.051023792119596414,0.051023792119596414,0.0550871514895692,0.10014065170476358,0.10014065170476358,0.10014065170476358
ovrbench,FinancialMetricsAnomaly,global,0.09908801446238509,0.09586780379311562,0.09586780379311562,0.12941905414617483,0.12941905414617483,0.13739637083870673,0.13739637083870673,0.13739637083870673
ovrbench,CardiacHealth,local,0.6516499842760506,0.0030992569078435173,0.0030992569078435173,0.0,0.0,0.7774070204512654,0.7774070204512654,0.7774070204512654
ovrbench,SensorAnomaly,local,0.1681518186085944,0.20611469746101657,0.20611469746101657,0.2530773718884036,0.20611469746101657,0.20611469746101657,0.20611469746101657,0.20611469746101657
ovrbench,BCellImmunity,global,0.23077586086033613,0.11145252685549388,0.11145252685549388,0.17651728900563107,0.17651728900563107,0.26566358178356797,0.26566358178356797,0.26566358178356797
oddbench,HealthPulse,local,0.06669115814689698,0.0,0.08292672986068918,0.08292672986068918,0.08292672986068918,0.08292672986068918,0.08292672986068918,0.08292672986068918
oddbench,PropertyCondition,local,0.09004387890274074,0.2103193283923835,0.18300569210086895,0.23842101452963316,0.2103193283923835,0.18300569210086895,0.18300569210086895,0.18300569210086895
ovrbench,HealthActivityObesity,local,0.17623421603645292,0.0001021411868015118,0.05303284639220188,0.2520168227091593,0.05303284639220188,0.2520168227091593,0.2520168227091593,0.2520168227091593
oddbench,TransactionFeeAnomalies,local,0.5010138495935871,0.19550613689377516,0.19550613689377516,0.8522233489756588,0.02982753448861797,0.3676716570839751,0.3676716570839751,0.0
ovrbench,TwitterEmotion,local,0.07006913064123459,0.09275134383039256,0.036794623740398436,0.09275134383039256,0.09275134383039256,0.0977656709069391,0.0977656709069391,0.0977656709069391
ovrbench,FootballEfficiency,local,0.07904356218610692,0.00998927025356855,0.07065318725852698,0.07065318725852698,0.07065318725852698,0.07656719230966505,0.07656719230966505,0.07656719230966505
ovrbench,BoundingBoxClassification,global,0.19689218472862924,0.368616250615321,0.11883037150682352,0.11883037150682352,0.11883037150682352,0.031821815786988616,0.031821815786988616,0.031821815786988616
oddbench,GeneticVariation,global,0.17514261209224893,0.36287575021478735,0.21552180747786231,0.18543293133552488,0.18543293133552488,0.14377314756919007,0.14377314756919007,0.16715731094878977
tsbad_m,140_CATSv2_id_3_Sensor_tr_28307_1st_2840,global,0.22496068845829142,0.11417153058759888,0.11417153058759888,0.513011887173544,0.513011887173544,0.12362803221723773,0.12362803221723773,0.12362803221723773
adbench,35_SpamBase,global,0.21813970994835064,0.4886066661527776,0.4886066661527776,0.0,0.0,0.1511612017674293,0.1511612017674293,0.1700367001081975
dami,SpamBase,global,0.3494699785563573,0.5339516895948642,0.5339516895948642,0.0,0.0,0.48304272906051826,0.48304272906051826,0.5902030792341514
tsbad_m,088_SVDB_id_5_Medical_tr_500_1st_168.csv,local,0.12171688780931608,0.0,0.0,0.06846211554376634,0.06846211554376634,0.1886674608507532,0.1886674608507532,0.1886674608507532
oddbench,ProsperLoan,local,0.05974883673588137,0.009945144404210987,0.05691983098464438,0.04288306726616245,0.05691983098464438,0.05509345400994496,0.05509345400994496,0.02184599875499664
